enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_type,last_new_job,training_hours,target,company_size_from,company_size_to
5352,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,No Major,2,private limited company,1,50,0,10,49
30711,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Funded Startup,1,22,0,50,99
7981,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,private limited company,2,69,0,1,10
12063,city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,7,Early Stage Startup,2,178,0,1,10
27149,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,17,Funded Startup,1,6,0,50,99
18761,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Funded Startup,2,16,0,50,99
25974,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Funded Startup,1,28,0,100,500
5268,city_97,0.925,Male,Has relevent experience,no_enrollment,Masters,STEM,10,private limited company,2,43,0,500,999
15412,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,7,Public Sector,2,36,0,10000,99999
2947,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,private limited company,1,10,0,500,999
27565,city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Funded Startup,1,27,0,1,10
14919,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,6,private limited company,1,41,1,50,99
534,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Funded Startup,1,124,0,100,500
30792,city_46,0.762,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,private limited company,4,20,0,50,99
29319,city_145,0.555,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,private limited company,2,29,1,10,49
25683,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Early Stage Startup,1,38,1,10,49
4121,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,private limited company,1,97,0,100,500
17239,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,10,private limited company,3,127,0,50,99
29646,city_11,0.55,Male,No relevent experience,no_enrollment,Graduate,STEM,3,private limited company,1,66,1,10,49
29034,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Non-Governmental Organisation,2,163,0,500,999
17475,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,private limited company,1,44,0,10000,99999
18255,city_89,0.925,Male,No relevent experience,no_enrollment,Masters,STEM,21,private limited company,3,182,0,10000,99999
173,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,5,45,0,1000,4999
29599,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,21,private limited company,5,18,0,50,99
21304,city_14,0.698,Male,No relevent experience,no_enrollment,Masters,STEM,8,private limited company,2,166,1,1000,4999
13178,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,8,Funded Startup,3,29,1,50,99
6577,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Public Sector,2,30,0,100,500
6589,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,private limited company,1,40,0,5000,9999
23868,city_157,0.769,Male,Has relevent experience,Part time course,Graduate,STEM,3,Funded Startup,1,48,0,1,10
4212,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,private limited company,5,94,0,50,99
13469,city_16,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,12,private limited company,1,167,0,1000,4999
33187,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5,private limited company,5,68,0,500,999
9949,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,private limited company,5,35,0,50,99
22589,city_105,0.794,Male,Has relevent experience,no_enrollment,Masters,Other,13,Early Stage Startup,1,6,0,1,10
9538,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,private limited company,5,320,0,10000,99999
810,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,4,128,0,50,99
16275,city_76,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,10,private limited company,3,39,1,1000,4999
10376,city_126,0.479,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,Funded Startup,1,4,0,500,999
30596,city_55,0.739,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,5,44,0,1,10
5700,city_10,0.895,Male,Has relevent experience,Part time course,Graduate,STEM,12,private limited company,1,12,0,10,49
7587,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Non-Governmental Organisation,1,17,0,100,500
28414,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,private limited company,5,262,0,1000,4999
18869,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,private limited company,1,66,0,50,99
16392,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,1,40,0,10,49
26555,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,5,56,0,1,10
10537,city_65,0.802,Female,Has relevent experience,no_enrollment,Masters,STEM,2,private limited company,1,108,0,1000,4999
11222,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,private limited company,0,42,0,1,10
17053,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,1,206,0,100,500
18739,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,private limited company,0,106,0,10000,99999
25959,city_10,0.895,Male,Has relevent experience,no_enrollment,Masters,STEM,16,private limited company,1,129,0,1,10
2540,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,private limited company,2,23,0,100,500
17148,city_27,0.848,Male,Has relevent experience,Full time course,Graduate,STEM,6,Public Sector,1,11,0,500,999
21197,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,private limited company,5,70,0,5000,9999
3142,city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,private limited company,5,122,0,1000,4999
7192,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,17,private limited company,3,12,1,500,999
15244,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,4,private limited company,1,131,0,50,99
32398,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,4,private limited company,1,6,0,1000,4999
31970,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,private limited company,1,9,0,100,500
29028,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,21,private limited company,2,98,0,1000,4999
27757,city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,18,private limited company,1,20,0,100,500
25401,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,private limited company,4,96,0,10000,99999
16304,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,private limited company,1,56,1,1,10
2162,city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,Arts,20,private limited company,2,4,0,50,99
25842,city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,9,private limited company,1,62,0,5000,9999
21013,city_65,0.802,Male,Has relevent experience,Full time course,Graduate,STEM,2,private limited company,2,50,0,10,49
9346,city_39,0.898,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,private limited company,5,244,0,50,99
24580,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,5,156,0,50,99
3957,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,5,21,0,500,999
33138,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,2,60,0,10000,99999
3340,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Funded Startup,1,72,0,50,99
7292,city_10,0.895,Male,Has relevent experience,Part time course,Graduate,Arts,2,private limited company,1,2,0,10,49
12181,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,private limited company,2,82,0,100,500
5256,city_83,0.923,Female,Has relevent experience,no_enrollment,Phd,STEM,21,private limited company,5,13,0,500,999
25268,city_90,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,4,private limited company,2,72,0,100,500
25091,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,21,private limited company,1,26,0,5000,9999
30353,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Public Sector,1,21,0,1000,4999
20312,city_175,0.776,Male,Has relevent experience,Part time course,Graduate,STEM,10,private limited company,1,31,1,1,10
32103,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Funded Startup,1,17,0,10,49
27230,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Funded Startup,1,54,0,100,500
26424,city_100,0.887,Male,No relevent experience,no_enrollment,Masters,STEM,12,private limited company,4,23,1,10000,99999
15082,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,Funded Startup,1,84,0,50,99
21716,city_103,0.92,Male,No relevent experience,Part time course,Masters,STEM,9,private limited company,0,182,0,10000,99999
10747,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,5,18,0,1000,4999
18526,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Funded Startup,0,21,0,500,999
23821,city_133,0.742,Male,No relevent experience,no_enrollment,Graduate,STEM,21,Non-Governmental Organisation,5,44,0,10000,99999
16173,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,private limited company,1,17,0,10000,99999
32187,city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,8,private limited company,2,51,0,1000,4999
20562,city_78,0.579,Male,No relevent experience,no_enrollment,Graduate,STEM,3,private limited company,0,68,1,10000,99999
21458,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,1,private limited company,1,133,1,100,500
2879,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,5,52,0,50,99
24624,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,20,private limited company,1,212,0,1000,4999
27470,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,4,16,0,500,999
1226,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,private limited company,1,8,0,10,49
9567,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Funded Startup,1,94,0,10,49
3776,city_136,0.897,Male,No relevent experience,no_enrollment,Masters,STEM,21,Public Sector,5,46,0,50,99
31062,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,4,private limited company,1,82,0,50,99
18075,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,private limited company,1,44,0,10000,99999
13384,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,16,private limited company,5,16,0,50,99
29788,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,1,91,0,1000,4999
16569,city_28,0.939,Male,No relevent experience,Full time course,Graduate,STEM,14,private limited company,1,42,0,10000,99999
25058,city_116,0.743,Female,Has relevent experience,no_enrollment,Masters,STEM,11,private limited company,5,80,0,500,999
14414,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,private limited company,2,95,0,50,99
29145,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,private limited company,4,136,0,5000,9999
31503,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,private limited company,1,2,0,500,999
14424,city_74,0.579,Male,No relevent experience,Full time course,Graduate,STEM,4,private limited company,1,34,1,100,500
24219,city_114,0.926,Female,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,1,8,0,100,500
19456,city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,5,private limited company,2,48,1,50,99
11782,city_73,0.754,Male,Has relevent experience,Part time course,Masters,STEM,2,private limited company,2,39,1,100,500
4595,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,private limited company,1,90,0,50,99
29094,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,21,private limited company,1,30,0,1000,4999
6121,city_57,0.866,Male,Has relevent experience,no_enrollment,Phd,STEM,21,Non-Governmental Organisation,5,116,1,100,500
25736,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,3,62,0,50,99
31788,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,private limited company,3,18,1,100,500
19859,city_100,0.887,Male,No relevent experience,no_enrollment,Masters,STEM,21,Public Sector,5,3,1,1000,4999
6009,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,21,private limited company,4,35,0,100,500
13670,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,15,private limited company,2,4,0,100,500
7352,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,private limited company,2,16,0,100,500
7143,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,4,private limited company,1,17,0,100,500
2218,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,private limited company,2,105,0,500,999
16696,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,21,Early Stage Startup,2,9,0,10,49
21354,city_114,0.926,Male,No relevent experience,no_enrollment,Phd,STEM,21,private limited company,2,9,0,1000,4999
23342,city_90,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,8,private limited company,1,56,0,50,99
447,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,private limited company,1,101,1,10,49
6042,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,21,Non-Governmental Organisation,5,83,0,1000,4999
22862,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,private limited company,5,130,1,5000,9999
28129,city_104,0.924,Female,Has relevent experience,no_enrollment,Masters,Other,18,private limited company,5,150,0,1000,4999
6059,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,5,60,0,50,99
28205,city_103,0.92,Female,Has relevent experience,Part time course,Graduate,STEM,10,private limited company,2,80,0,50,99
22551,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,private limited company,5,5,0,100,500
26356,city_103,0.92,Female,No relevent experience,no_enrollment,Phd,STEM,13,Public Sector,2,79,0,100,500
17897,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,private limited company,4,36,0,50,99
9371,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,private limited company,2,26,0,10000,99999
13190,city_75,0.939,Female,Has relevent experience,no_enrollment,Masters,STEM,15,private limited company,3,84,0,1000,4999
25405,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,private limited company,1,35,0,50,99
22562,city_67,0.855,Male,Has relevent experience,no_enrollment,Phd,STEM,21,private limited company,5,92,0,1,10
29014,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,21,private limited company,1,33,0,50,99
31599,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,2,49,1,100,500
636,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,private limited company,1,10,0,10000,99999
25477,city_136,0.897,Female,Has relevent experience,no_enrollment,Masters,STEM,6,Public Sector,1,17,0,50,99
2229,city_102,0.804,Male,Has relevent experience,no_enrollment,Phd,STEM,7,private limited company,5,7,1,500,999
32467,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,Arts,4,private limited company,4,45,0,10,49
31390,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,private limited company,5,266,0,1,10
32178,city_54,0.856,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Funded Startup,4,73,0,10,49
12457,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,7,Non-Governmental Organisation,5,102,1,10,49
24374,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,0,private limited company,1,30,1,100,500
4164,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,private limited company,5,100,0,500,999
6228,city_41,0.827,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,5,188,0,10000,99999
26307,city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,private limited company,5,111,0,50,99
21385,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,private limited company,1,10,0,1,10
21893,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Funded Startup,1,26,0,50,99
30105,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,private limited company,1,48,0,10000,99999
4617,city_93,0.865,Male,Has relevent experience,Full time course,Graduate,STEM,6,Early Stage Startup,4,92,0,10,49
32879,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,Business Degree,1,private limited company,1,48,1,5000,9999
24072,city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Funded Startup,1,55,0,50,99
20664,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,private limited company,1,48,0,100,500
5735,city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,Funded Startup,2,170,0,100,500
31729,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Funded Startup,1,33,0,50,99
9721,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Arts,21,Non-Governmental Organisation,5,50,1,1000,4999
27132,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,3,private limited company,3,8,1,50,99
27052,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Funded Startup,5,96,0,100,500
24014,city_42,0.563,Male,Has relevent experience,no_enrollment,Masters,STEM,6,private limited company,1,103,1,50,99
17816,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,private limited company,2,55,0,10,49
10916,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,Non-Governmental Organisation,1,15,0,100,500
11987,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Early Stage Startup,4,27,0,10,49
19959,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,private limited company,3,14,0,5000,9999
5926,city_165,0.903,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Funded Startup,5,12,0,50,99
7975,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,Business Degree,4,private limited company,1,206,0,500,999
7882,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,private limited company,1,58,1,500,999
494,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Funded Startup,2,24,0,100,500
12146,city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,6,private limited company,1,28,0,10000,99999
5787,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,private limited company,1,45,0,100,500
14704,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,private limited company,1,42,0,10000,99999
3540,city_71,0.884,Male,Has relevent experience,Part time course,Graduate,STEM,8,private limited company,2,69,0,50,99
16218,city_165,0.903,Male,No relevent experience,no_enrollment,Masters,STEM,7,private limited company,3,18,0,100,500
13109,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,4,private limited company,1,40,1,10,49
5687,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,private limited company,1,20,0,50,99
27725,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,private limited company,4,33,1,10,49
7566,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,private limited company,1,3,0,50,99
15810,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,private limited company,1,29,0,100,500
21509,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,private limited company,1,72,1,10,49
5460,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,private limited company,2,52,0,10000,99999
19998,city_91,0.691,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,private limited company,2,31,0,50,99
30257,city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,private limited company,5,107,1,50,99
29402,city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,7,Non-Governmental Organisation,2,10,0,500,999
22548,city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,Other,16,Other,0,174,1,100,500
23869,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,private limited company,2,13,1,100,500
25618,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,3,private limited company,1,102,0,5000,9999
33223,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,1,private limited company,1,20,1,500,999
19824,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,10,private limited company,5,21,0,1000,4999
11893,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,8,private limited company,4,52,0,10000,99999
28778,city_136,0.897,Male,No relevent experience,Part time course,Masters,STEM,2,private limited company,1,6,0,50,99
4051,city_40,0.776,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,5,20,0,1000,4999
1165,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,11,Public Sector,5,37,0,100,500
14711,city_158,0.766,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,private limited company,0,58,0,500,999
8293,city_67,0.855,Female,Has relevent experience,no_enrollment,Masters,STEM,9,private limited company,1,149,0,1000,4999
6430,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,private limited company,1,81,0,1,10
32463,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,private limited company,3,10,0,100,500
30477,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,private limited company,0,25,0,100,500
2707,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,2,50,0,10,49
27607,city_20,0.796,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,private limited company,1,25,0,50,99
13796,city_64,0.666,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,5,86,0,50,99
26345,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,private limited company,5,163,0,5000,9999
19920,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,14,private limited company,1,38,0,1000,4999
29166,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,Funded Startup,1,69,0,1,10
8040,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,private limited company,5,57,0,100,500
19085,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,private limited company,1,9,0,1000,4999
14948,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,5,19,0,100,500
15093,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,private limited company,1,18,0,50,99
16381,city_136,0.897,Male,Has relevent experience,Part time course,Graduate,STEM,3,private limited company,1,46,0,10,49
7249,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Funded Startup,3,29,0,10,49
31058,city_103,0.92,Male,Has relevent experience,Full time course,Masters,STEM,15,private limited company,2,34,0,1000,4999
25022,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,17,private limited company,1,50,0,1,10
9693,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,1,17,0,50,99
18146,city_100,0.887,Male,Has relevent experience,Part time course,Graduate,STEM,6,private limited company,3,79,0,100,500
24448,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,19,private limited company,5,56,0,1000,4999
31735,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Early Stage Startup,1,222,0,50,99
8080,city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,3,private limited company,3,28,1,10000,99999
26930,city_13,0.827,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,private limited company,1,55,0,50,99
11372,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,9,private limited company,1,17,0,100,500
24522,city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,Funded Startup,1,10,0,100,500
6670,city_116,0.743,Male,Has relevent experience,Full time course,Masters,STEM,21,private limited company,1,70,0,1000,4999
10035,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,private limited company,2,155,0,10000,99999
7390,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,private limited company,1,18,0,1000,4999
26544,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,14,Early Stage Startup,1,28,1,1,10
21083,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,private limited company,2,42,0,1000,4999
13254,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,private limited company,1,4,0,50,99
8129,city_13,0.827,Male,Has relevent experience,no_enrollment,Phd,STEM,18,private limited company,2,18,0,50,99
18631,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,11,private limited company,4,7,1,100,500
23833,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,private limited company,2,45,1,10000,99999
30841,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,private limited company,1,63,0,100,500
11891,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,12,private limited company,2,77,0,10,49
30379,city_149,0.689,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Funded Startup,2,122,0,500,999
3136,city_83,0.923,Male,No relevent experience,no_enrollment,Graduate,STEM,14,private limited company,5,84,0,1000,4999
13747,city_114,0.926,Male,No relevent experience,no_enrollment,Masters,STEM,21,private limited company,5,40,0,50,99
29271,city_83,0.923,Male,Has relevent experience,Part time course,Graduate,STEM,5,private limited company,5,70,1,1000,4999
21325,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,19,private limited company,4,88,1,500,999
8357,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,8,private limited company,2,153,0,500,999
5656,city_50,0.896,Male,Has relevent experience,no_enrollment,Masters,STEM,13,Public Sector,5,224,0,1000,4999
21085,city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,private limited company,5,45,0,1,10
20649,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,3,private limited company,1,69,0,50,99
19534,city_71,0.884,Male,No relevent experience,no_enrollment,Masters,STEM,6,private limited company,3,6,0,10,49
2878,city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,10,private limited company,0,53,1,1000,4999
32192,city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,private limited company,5,54,0,10,49
20265,city_50,0.896,Male,No relevent experience,no_enrollment,Masters,Humanities,0,Non-Governmental Organisation,1,9,1,10,49
29152,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,4,private limited company,3,50,0,100,500
32170,city_103,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,7,private limited company,1,56,0,50,99
5827,city_104,0.924,Female,Has relevent experience,no_enrollment,Masters,Humanities,2,Funded Startup,1,28,0,50,99
18608,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,private limited company,1,130,1,100,500
2083,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,private limited company,2,19,0,50,99
29856,city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,Humanities,13,private limited company,1,46,0,1000,4999
